2,2,1,0,15,6,3,0,0,0,8,25,30,0,0,0,1,2,2,0,0,5,10,3,1,0,3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,0,0,4,2,1,0,0,0,6,19,28,1,0,1,2,1,0,0,0,3,5,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,4,6,0,0,0,0,6,18,23,2,0,1,0,0,0,0,0,6,6,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,1,0,0,0,0,9,21,13,0,0,0,1,2,0,0,0,7,8,1,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,6,5,2,0,0,0,10,19,23,1,0,0,0,0,1,0,0,2,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,4,2,3,0,0,0,6,16,19,1,0,0,1,0,0,0,0,5,4,2,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,9,2,1,0,0,0,4,15,15,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,5,4,5,0,0,0,3,14,15,0,0,0,2,1,0,0,0,1,5,4,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,0,12,3,3,0,0,0,7,18,19,2,0,0,1,1,1,0,0,4,8,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,0,11,8,3,0,0,0,5,19,21,0,0,0,0,0,1,0,0,5,4,1,0,0,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,8,6,2,0,0,0,2,8,19,0,1,0,2,0,0,0,0,3,6,2,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
2,2,0,0,6,4,1,0,0,0,2,20,16,3,0,0,1,3,2,0,0,5,4,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1,1,2,0,8,6,5,0,0,0,2,10,9,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,0,8,7,1,0,0,0,3,9,11,1,0,0,1,1,0,0,0,3,4,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,12,8,3,0,0,0,1,8,10,1,0,0,5,3,1,0,0,1,8,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,0,3,4,3,0,0,0,2,11,10,3,0,2,1,2,0,0,0,3,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0
0,0,2,0,7,4,4,0,0,0,6,12,10,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,1,0,9,7,1,0,0,0,4,14,15,0,1,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,9,5,3,0,0,1,1,13,17,1,0,0,2,0,0,0,1,3,6,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0
0,0,3,0,5,5,3,0,0,0,0,4,12,1,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,10,7,2,0,0,0,1,5,8,0,1,3,3,1,0,0,0,5,7,1,0,0,0,0,0,1,3,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0
1,1,1,0,6,6,4,0,0,0,3,15,12,0,0,0,1,0,0,0,0,4,5,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,1,0,0,5,3,2,0,0,0,4,10,11,0,0,0,0,0,1,0,0,5,4,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,3,0,0,0,0,0,5,9,15,2,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,5,1,1,0,0,0,2,6,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
0,0,4,0,5,4,2,0,0,0,3,9,13,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
